Name,Address,Neighborhood,Nearest Airport,Size,Room Style,Vibe,Icon Tags,Description,Insider Tip,Virtuoso Traveler Receives,At the Hotel,Reviews
The Ranch at Rock Creek,"79 Carriage House Lane, Philipsburg, Montana, United States",,,,,,"Ski, Seclusion, Adventure","The Ranch at Rock Creek offers a “true west” experience on 6,600 acres under the Montana sky. Outdoor adventures are available for the whole family, with horseback rides, wildlife exploration, fly-fishing, and more. In the winter, enjoy snowmobiling, downhill and cross-country skiing, and horse-drawn sleigh rides. Accommodations include nine Western-themed guest rooms in The Granite Lodge, multibedroom log homes, and canvas cabins on Rock Creek. Organic beef, elk, bison, and fresh fish grace the dinner table, along with vegetables and herbs grown on-site.",,,,{}
The Ranch Malibu,"12220 Cotharin Road, Malibu, California, United States",,Los Angeles International (LAX) - 33 mi/53 km,21 rooms,Indigenous,Zen,"Wellness, Seclusion, Adventure","Commit to a week or longer at The Ranch Malibu or and lose substantial pounds and inches, achieve mental clarity, balance your immune system, look and feel younger, and depart more vibrant with its one-of-a-kind fitness/wellness program.  You'll stay in one of 21 luxurious guest cottages while eating fresh, organic, plant-based fare. Think transformation, recalibration, and unplugging. Guests rise early for a daily schedule of stretching, mountain hiking, core training, yoga, and of course a massage, all to enhance your metabolism and detoxification.  Your time spent at The Ranch will be a rewarding experience. You’ll marvel at your results!","To improve guests’ weight loss results and avert the side effects of detoxing, guests are given a 30-day pre-arrival plan. Time with the chef is a must!","Virtuoso travelers receive:

- Upgrades not applicable for this property
- Daily breakfast for up to two guests per bedroom (already included in hotel rates)
- Complimentary 50 minute massage for up to two people, per room, once during stay
- Early Check-In / Late Check-Out, subject to availability
- Complimentary Wi-Fi (in bedroom only)

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- Adults Only
- Air Conditioning
- All-inclusive
- Business Center
- Culinary Program
- Internet Access
- Library
In Your Room
- Bathrobes
- Hair Dryer
Recreation
- Fitness Center
- Jacuzzi/Whirlpool
- Pool
- Spa
Services
- Housekeeping -- Twice Daily
- Laundry/Dry Cleaning/Pressing
- Turndown Service
",{}
The Reef at Atlantis,"One Casino Drive West, PO Box N-4777, Nassau, Bahamas",,,,,,"Beach, Adventure, Golf","The Reef at Atlantis rests upon the white-sand beaches of Paradise Island with the gracious relaxation of the Bahamian culture. It offers recently renovated, well-appointed studios and one- and two-bedroom suites, each with a kitchenette or full kitchen and spacious balcony. Indulge in 21 restaurants, 19 bars and lounges, world-class shopping, and a 30,000-square-foot spa. More than 50,000 marine animals from 250 species can be viewed in 14 exhibit lagoons. Family-friendly amenities include Atlantis Kids Adventures, CRUSH for teens, and a 141-acre water park with 11 unique pools, waterslides, river rides, and memorable marine experiences.",,,,{}
The Resort at Paws Up,"40060 Paws Up Rd, Greenough, Montana, United States",,,,,,"Seclusion, Adventure, Wellness","Known as “The Last Best Place,” The Resort at Paws Up may be just that. A pristine escape in the Rocky Mountains, taking full advantage of the Big Sky countryside, this wilderness outpost offers something for all energy levels. Explore the land on horseback, cast a fly for trout, or simply indulge in spa treatments at Spa Town®. As for accommodations, you can choose from 28 luxurious vacation homes, or you can experience upscale camping in one of 36 luxury tents, with decadent furnishings, your own private bathroom, and even the services of a camping butler. It's nature served on a silver platter.",,,,{}
"The Retreat Costa Rica, Wellness Resort & Spa","Barrio Jesus De Atenas, Alajuela, Costa Rica",,Juan Santamaría International (SJO) - 15 mi/24 km,18 rooms,Classic,Zen,"Local Immersion, Seclusion, Wellness","Heaven on earth does exist, and at The Retreat Costa Rica, it comes with daily yoga, organic garden-fresh cuisine, and lush rainforest and ocean views. The brainchild of celebrity chef, best-selling author, and wellness guru, Diana Stobo, this 18-room healing oasis offers a transformative experience where you can reconnect with yourself and nature. In addition to Ayurvedic massages, detoxing rituals, and crystal therapies, the resort orchestrates week-long wellness packages, from fitness reboot programs to learning how to master menopause.","Many of the rooms, which are named after superfoods grown on the property, feature a private patio or balcony.","Virtuoso travelers receive:

- Upgrade at time of booking, subject to availability
- Daily breakfast for up to two guests per bedroom, served in the restaurant (already included in property rates)
- $100 USD equivalent Resort or Hotel credit to be utilized during stay (not combinable, not valid on room rate, no cash value if not redeemed in full)
- Complimentary roundtrip private airport transfers (must have minimum value of $100USD equivalent)
- Welcome amenity in-room on arrival
- 20% discount offered for any tour or excursion
- Early Check-In / Late Check-Out, subject to availability
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- 24-hour Security
- Adults Only
- Air Conditioning
- All-inclusive
- Complimentary Parking
- Conference Facilities
- Culinary Program
- Internet Access
- Library
- Lounge/Bar
- Meal Plans Available
- Parking
- Restaurant
- Shopping
- Wheelchair Accessible
In Your Room
- Bathrobes
- Hair Dryer
- Safe
- Slippers
Recreation
- Fitness Center
- Jacuzzi/Whirlpool
- Pool
- Sauna
- Spa
Services
- Concierge Desk
- Currency Exchange
- Housekeeping -- Twice Daily
- Laundry/Dry Cleaning/Pressing
- Turndown Service
- Valet Parking
",{}
The Reykjavik EDITION,"AUSTURBAKKI 2, 101, 43X8&#x2B;X2 Reykjav&#xED;k, Iceland, Reykjav&#xED;k, Iceland",,,,,,"Wellness, Local Immersion, City Life","Steps away from the main shopping district, the long-awaited Reykjavik EDITION is the city’s newest see-and-be-seen hotel. The 253 stylish rooms and suites (as well as the chic rooftop bar) look out onto impressive, only-in-Iceland views, including Mt. Esja and Snæfellsjökull Glacier, while the specialty restaurant dishes up local and international favorites. The hotel also features a spa, state-of-the-art gym facilities, and nearly 6,000 square feet of event space.",,,,{}
The Rittenhouse,"210 West Rittenhouse Square, Philadelphia, Pennsylvania, United States",,,,,,"City Life, Landmarks, Wellness","Home to Philadelphia’s Victorian aristocracy during the 19th century, Rittenhouse Square attracts today’s gentry with its stately oaks, outdoor markets, and The Rittenhouse hotel. Fresh flowers and art books adorn the 118 recently renovated, generously sized rooms and suites; families can enjoy one- or two-bedroom suites and indulge in kid-friendly amenities. The Spa & Club, with a saltwater pool, sauna, and fitness center, is always included. Dinner at renowned restaurant Lacroix or Afternoon Tea in the Mary Cassatt Tea Room are each a Center City event. Get around the city with the hotel’s complimentary chauffeured Jaguar.",,,,{}
"The Ritz-Carlton, Abama","Calle Mar&#xED;a Zambrano, 2, Carretera General, TF-47, km 9, Guia de Isora, Tenerife, Spain",,Sur Reina Sofia (TFS) - 17 mi/27 km,459 rooms,Contemporary,Sophisticated,"Seclusion, Beach, Wellness","The Ritz-Carlton, Abama is a sun-worshipper’s paradise to say the least.
With its idyllic location on Tenerife’s southwest coast, Moorish-inspired architecture, exclusive access to a secluded golden-sand beach, and seven distinct pools (including adults-only options), it’s easy to see why this hotel is the island’s most sought-after timeless retreat.
Quench your cravings for Basque, Japanese, Spanish, or Italian fare, unwind with a spa treatment inspired by indigenous traditions, or sip on craft cocktails on the hotel’s intimate outdoor Lobby terrace and restaurants.","Burn off the hotel’s Michelin-starred cuisine with a hike to the summit of Spain’s highest peak, Mount Teide, which is also a UNESCO World Heritage site.","Virtuoso travelers receive:

- Upgrade on arrival, subject to availability
- Daily Breakfast for up to two guests per bedroom
- $100 USD equivalent Resort or Hotel credit to be utilized during stay (not combinable, not valid on room rate, no cash value if not redeemed in full)
- Early Check-In / Late Check-Out, subject to availability
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- 24-hour Security
- Adults Only
- Air Conditioning
- Banquet Facilities
- Children's Programs
- Complimentary Parking
- Conference Facilities
- Connecting Rooms
- Culinary Program
- Internet Access
- Library
- Lounge/Bar
- Meal Plans Available
- Michelin Star Restaurant
- Multi-lingual Staff
- Parking
- Pet Friendly
- Restaurant
- Shopping
- Villas
- Wheelchair Accessible
In Your Room
- Bathrobes
- Complimentary Coffee/Tea
- Hair Dryer
- Iron/Ironing Board
- Mini Bar
- Safe
- Slippers
Recreation
- Bicycle Rental
- Fitness Center
- Golf
- Jacuzzi/Whirlpool
- Pool
- Sauna
- Spa
- Tennis Courts
- Water Sports
Services
- Babysitting Services
- Car Rental Desk
- Concierge Desk
- Currency Exchange
- House Safe
- Laundry/Dry Cleaning/Pressing
- Limousine Service
- Room Service
- Room Service 24-hours
- Salon
- Shoeshine Service
- Turndown Service
- Valet Parking
- Wakeup Calls
- Wedding Services
",{}
"The Ritz-Carlton, Amelia Island","4750 Amelia Island Parkway, Amelia Island, Florida, United States",,"Jacksonville, (JAX) - 20 mi/32 km",446 rooms,Classic,Sophisticated,"Beach, Golf, Seclusion","Poised on a bluff overlooking the Atlantic, The Ritz-Carlton, Amelia Island is a haven of unspoiled coastal beauty and Southern charm. Surrounded by an 18-hole championship golf course, this resort provides impeccable service that makes every guest feel pampered. Whether barefoot on the sand or enjoying the warmth of a beachside fire, you will find this to be the perfect hideaway. Nothing is more effortless or more restorative than a visit to The Ritz-Carlton Spa, which offers an array of special services, including body treatments, massage therapies, facials, and salon services inspired by natural seaside elements.","Visit the SALT Boutique to sample some of the more than 40 different salts from around the world that are used in the hotel’s signature gourmet restaurant.
–Rita Bennett
Chagrin Falls, Ohio","Virtuoso travelers receive:

- Upgrade on arrival, subject to availability
- Daily Breakfast for up to two guests per bedroom
- $100 USD equivalent Resort or Hotel credit to be utilized during stay (not combinable, not valid on room rate, no cash value if not redeemed in full)
- Early Check-In / Late Check-Out , subject to availability
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- 24-hour Security
- Air Conditioning
- Banquet Facilities
- Business Center
- Children's Programs
- Club Floor
- Conference Facilities
- Connecting Rooms
- Internet Access
- Lounge/Bar
- Meal Plans Available
- Multi-lingual Staff
- Restaurant
- Shopping
- Wheelchair Accessible
In Your Room
- Bathrobes
- Complimentary Coffee/Tea
- Complimentary Newspaper
- Hair Dryer
- Iron/Ironing Board
- Mini Bar
Recreation
- Bicycle Rental
- Fitness Center
- Golf
- Horseback Riding
- Jacuzzi/Whirlpool
- Pool
- Sauna
- Spa
- Tennis Courts
- Water Sports
Services
- Babysitting Services
- Concierge Desk
- Currency Exchange
- House Safe
- Laundry/Dry Cleaning/Pressing
- Limousine Service
- Room Service
- Room Service 24-hours
- Salon
- Shoeshine Service
- Turndown Service
- Valet Parking
- Wakeup Calls
- Wedding Services
",{}
"The Ritz-Carlton, Aruba","L.G. Smith Boulevard #107, Palm Beach, Aruba",,,,,,"Local Immersion, Wellness, Beach","The gracious local staff at The Ritz-Carlton, Aruba greets you with a warm, “Bon bini” (""Welcome"") – just the beginning of an authentic island experience. With its prime position along beautiful Palm Beach, the hotel offers a welcome reprieve with 320 airy, sun-filled rooms wrapped in sea-inspired hues; each features a private balcony and thoughtful touches. The 15,000-square-foot spa, where signature treatments utilize native herbs and other natural ingredients, is a destination in itself. Indulge in delectable cuisine at BLT Steak, a modern American steakhouse. Diversions include a 24/7 casino, two pools, and plenty of water play.",,,,{}
"The Ritz-Carlton Bacara, Santa Barbara","8301 Hollister Ave, Santa Barbara, California, United States",,,,,,"Beach, Ecotourism, Wellness","Low-rise villas with wrought-iron balconies. Natural beaches that glow under the sun. Three infinity-edge pools with ocean views. Vibrant blues and intricate patterns. Food that is meant to be savored with the sunset. The Ritz-Carlton Bacara, Santa Barbara embodies the charm, beauty, and energy of the Mediterranean in the heart of Santa Barbara, offering quiet courtyard and ocean-view accommodations, an indulgent spa, and dining that celebrates local ingredients. Quite simply, a 78-acre oceanfront resort where relaxation and adventure are set against a backdrop of golden beaches and lush mountains.",,,,{}
"The Ritz-Carlton, Bachelor Gulch","0130 Daybreak Ridge., P.O. Box 9190, Beaver Creek, Colorado, United States",,,,,,"Adventure, Ski, Wellness","Found tucked within the exclusive enclave of Beaver Creek is a luxury hotel where the spirit awakens. Year-round beauty invites you to ski pristine powder, hike through lush mountain forests, or simply relax by the glow of a roaring fire. At the center of it all, The Ritz-Carlton, Bachelor Gulch pampers you with luxurious accommodations, a resort spa, locally inspired dining, and unmatched ski-in/ski-out access.",,,,{}
"The Ritz-Carlton Bal Harbour, Miami","10295 Collins Ave., Bal Harbour, Florida, United States",,,,,,"Beach, Wellness, Local Immersion","Exclusivity is sought and delivered at The Ritz-Carlton Bal Harbour, Miami, close to all that Miami has to offer but worlds away. Located in the exclusive Bal Harbour Village, resort guests enjoy luxury shopping, art and dining at Bal Harbour Shops. With just one room and one suite on each floor, guests who reserve a two-bedroom suite will have the entire floor to themselves. All rooms have a balcony and freestanding bathtub with floor to ceiling windows, and suites feature a full kitchen and large living area. Guests can relax on the semi-private beach, or borrow a beach cruiser to bike along the stunning Bal Harbour Path.",,,,{}
"The Ritz-Carlton, Bali","Jalan Raya Nusa Dua Selatan Lot #3, Sawangan, , Nusa Dua, Bali, Indonesia",,,,,,"Beach, Seclusion, Wellness","Offering 279 sumptuously appointed suites, including 34 private villas, The Ritz-Carlton, Bali is a luxurious resort benefiting from a stunning clifftop and beachside setting. In an elegant tropical ambience, with tranquil views over the azure waters of the Indian Ocean, resort guests can indulge in an idyllic romantic, family, or business stay. Along the foreshore are The Ritz-Carlton Club, six stylish dining venues, an indulgent and exotic marine-inspired spa, a glamorous beachfront chapel, fun recreational activities, and extensive meeting and celebratory event venues – for stays that make memories to last a lifetime.",,,,{}
"The Ritz-Carlton Beijing, Financial Street","1 Jin Cheng Fang Street East, Financial Street, Xicheng District, Beijing, China",,,,,,"City Life, Landmarks, Local Immersion","A favorite among business travelers – but also popular with leisure guests – The Ritz-Carlton Beijing, Financial Street is a sparkling modern glass tower, an award-winning design that is impressive both outside and in. Important tourist and cultural attractions, including the Forbidden City, are nearby, but guests should take time to enjoy the hotel's vast array of creature comforts, including sumptuous guest rooms and suites, an extensive health club and spa, and three exceptional restaurants. One of them is the elegant Qi restaurant, offering exquisite Cantonese dishes with seasonal ingredients designed to energize and rejuvenate.",,,,{}
"The Ritz-Carlton, Berlin","Potsdamer Platz 3, Berlin, Germany",,,,,,"City Life, Landmarks, Local Immersion","Nestled in the heart of Berlin at Potsdamer Platz, The Ritz-Carlton, Berlin, is a prestigious 5-star hotel that seamlessly blends modern luxury with the city's historical charm. With 303 guest rooms and suites exuding Art Deco elegance, award-winning dining options like POTS and The Curtain Club, and an elegant wellness facility, this hotel promises a truly unforgettable stay. Just steps away from Tiergarten and a short walk to the Brandenburg Gate, it offers both convenience and opulence for discerning travelers.",,,,{}
"The Ritz-Carlton, Boston","10 Avery Street, Boston, Massachusetts, United States",,Logan International (BOS) - 3 mi/5 km,193 rooms,Contemporary,Sophisticated,"City Life, Landmarks, Local Immersion","The Ritz-Carlton, Boston is a AAA Five Diamond sanctuary in the historic heart of the city. The hotel offers exceptional dining, including the recently redesigned Avery Bar for inventive cocktails and Artisan Bistro for fresh local and seasonal dishes. A $13 million redesign, completed in 2017, features deluxe amenities, such as marble soaking bathtubs; an enhanced entertainment package that offers Netflix, Hulu Plus, and Pandora on smart TVs; and dramatic city and park views. Energetic types adore the 114,000-square-foot Equinox Sports Club Boston, which is connected to the hotel – the answer to your every workout dream!",Consider a Park View Luxury Suite overlooking Boston Common for access to the exclusive Club Lounge.,"Virtuoso travelers receive:

- Upgrade on arrival, subject to availability
- Daily Breakfast for up to two guests per bedroom
- $100 USD equivalent Food & Beverage credit to be utilized during stay (not valid for: room rate and tax, upgrades to Club guestrooms and suites, Equinox Spa charges, Marc Harris salon charges, Blu Café and Blu restaurant, Equinox Personal Training and Enhanced Classes,  excludes alcohol, not combinable, no cash value if not redeemed in full)
- Early Check-In / Late Check-Out, subject to availability
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- Air Conditioning
- Business Center
- Children's Programs
- Club Floor
- Connecting Rooms
- Internet Access
- Lounge/Bar
- Multi-lingual Staff
- Parking
- Pet Friendly
- Restaurant
In Your Room
- Bathrobes
- Butler Service
- Complimentary Newspaper
- Hair Dryer
- Iron/Ironing Board
- Mini Bar
- Safe
Recreation
- Fitness Center
- Spa
Services
- Concierge Desk
- House Safe
- Housekeeping -- Twice Daily
- Laundry/Dry Cleaning/Pressing
- Room Service
- Room Service 24-hours
- Salon
- Shoeshine Service
- Turndown Service
- Valet Parking
- Wakeup Calls
- Wedding Services
","{'recommended_percentage': '86', 'reviews': [{'recommended': False, 'review_date': '23 Aug 2023', 'headline': 'Trip to Boston', 'reviewer_name': 'By: Fern', 'review_content': 'This particular Ritz-Carlton in Boston was not a typical “Ritz” experience.  The hotel was old and not updated and the rooms were small and ordinary.'}, {'recommended': True, 'review_date': '03 Oct 2021', 'headline': 'Great location.', 'reviewer_name': 'By: Cmhigh', 'review_content': 'We enjoyed our stay and the front desk staff was top notch!'}, {'recommended': True, 'review_date': '05 Feb 2020', 'headline': 'Best of Boston', 'reviewer_name': 'By: Lovestotravel', 'review_content': 'The Ritz-Carlton Boston staff, club lounge, and accommodations were top notch!!  Everyone we met on the staff were highly professional, cordial and helpful.  We needed a restaurant rescue after going to a place recommended by a friend (we made a reservation 3 months out and were told they could not seat us) and in a few minutes,  the staff had us switched to what is now one of our favorite places, Ostra, which was recommended by the hotel.  The Boston R-C is one of our favorites - heading back this fall!'}, {'recommended': True, 'review_date': '16 Aug 2019', 'headline': 'Great hotel', 'reviewer_name': 'By: Joan in New England', 'review_content': 'Very nice service!'}]}"
"The Ritz-Carlton, Budapest","Erzsebet Ter 9-10, Budapest, Hungary",,Ferihegy (BUD) - 10 mi/16 km,200 rooms,Eclectic,Sophisticated,"City Life, Landmarks, Wellness","Splashes of blue throughout The Ritz-Carlton, Budapest pay homage to the Danube River, just a short walk away (so is Andrássy Avenue, the city’s famous fashion boulevard). Indeed, the 200-room hotel, housed in a historic building on Elizabeth Square, exudes a true sense of place with its traditional architecture and stained-glass cupola. Yet the fresh, modern decor and 49-inch flat-screen TVs clearly appeal to the 21st-century traveler. Our restaurant Ottimo is an Italian kitchen straight from the heart. Awaken your tastebuds with classic Italian favorites prepared from authentic family recipes with the finest ingredients.","Views stretch across the city and the Buda Hills from the wraparound terrace of the ninth-floor Ritz-Carlton Suite, the hotel’s largest.","Virtuoso travelers receive:

- Upgrade on arrival, subject to availability
- Daily Breakfast for up to two per bedroom
- $100 USD equivalent Hotel & Resort credit to be utilized during stay (not combinable, not valid on room rate, no cash value if not redeemed in full)
- Early Check-In / Late Check-Out, subject to availability
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- 24-hour Security
- Air Conditioning
- Banquet Facilities
- Business Center
- Club Floor
- Conference Facilities
- Connecting Rooms
- Culinary Program
- Internet Access
- Lounge/Bar
- Multi-lingual Staff
- Restaurant
- Wheelchair Accessible
In Your Room
- Bathrobes
- Complimentary Coffee/Tea
- Hair Dryer
- Mini Bar
- Safe
- Slippers
Recreation
- Fitness Center
- Jacuzzi/Whirlpool
- Pool
- Sauna
- Spa
Services
- Concierge Desk
- Laundry/Dry Cleaning/Pressing
- Limousine Service
- Room Service
- Room Service 24-hours
- Shoeshine Service
- Wakeup Calls
",{}
The Ritz-Carlton Chicago,"160 East Pearson Street, Chicago, Illinois, United States",,,,,,"Local Immersion, Landmarks, City Life","Inspired by an iconic address that unites city, lake, and sky, The Ritz-Carlton Chicago stands as a beacon of luxury for business and leisure travelers worldwide. The revitalization of the property sets the stage for a modern luxury experience, innovative dining, and personalized stays. Rooted in a heritage known for connecting visitors throughout generations, it celebrates what matters most to its guests in an environment that brings Chicago to life.",,,,{}
"The Ritz-Carlton Dallas, Las Colinas","4150 North MacArthur Boulevard, Irving, Texas, United States",,,,,,"Golf, Local Immersion, Wellness","The Las Colinas Resort, Dallas is a sprawling resort offering a variety of fun experiences that allow you to connect with the property, family, friends, colleagues, and, most importantly, yourself. The property boasts 431 guest rooms, including 26 suites, which are situated in either the nine-story resort tower or the low-rise villas adjacent to the golf course. Guests can enjoy 3 on-site pools, 2 dining options, 2 golf courses, a 176,000-square-foot sports facility, 12 indoor/outdoor tennis courts, wellness and fitness programming, and the Spa. The resort is 15 minutes from the airport.",,,,{}
"The Ritz-Carlton, Denver","1881 Curtis Street, Denver, Colorado, United States",,,,,,"Adventure, City Life, Local Immersion","The Ritz-Carlton, Denver is the perfect downtown destination for crafting urban adventures in a city where guests will enjoy innovative food and beverages, year-round sporting events, unforgettable arts, and world-class shopping. Nestled in the bustling lower downtown neighborhood, the hotel is the city's first and now longest-running AAA Five Diamond property, boasting luxuriously enhanced guest rooms, suites, meeting space, lobby, and spa oasis. The hotel offers the city's largest guest rooms, an unparalleled and exclusive Club Level, and ELWAY'S Downtown, an elevated dining experience.",,,,{}
"The Ritz-Carlton, Dove Mountain","15000 North Secret Springs Drive, Marana, Arizona, United States",,,,,,"Wellness, Adventure, Golf","Surrounded by the canyons of the Tortolita Mountains near Tucson, The Ritz-Carlton, Dove Mountain celebrates the spirit of adventure and the feeling of true relaxation. The secluded setting makes for a quiet retreat where resort guests have an array of experiences at hand: 27 championship holes at the Golf Club of Dove Mountain; holistic, gemstone-inspired therapies at the spa; 26 miles of hiking trails; and a sprawling swimming pool complex.",,,,{}
"The Ritz-Carlton, Fort Lauderdale","1 North Fort Lauderdale Beach Boulevard, Fort Lauderdale, Florida, United States",,,,,,"Local Immersion, Beach, Adventure","Take in stunning water views from your private balcony at Fort Lauderdale’s only AAA Five Diamond hotel. The Ritz-Carlton, Fort Lauderdale is a casually elegant beachfront retreat where guests can relax in the sun on the seventh-floor pool deck, indulge in an ocean-inspired treatment at the Ritz-Carlton Spa, bask on the beach, or browse nearby boutiques. Enjoy beautiful Atlantic blues and grays in the redesigned rooms and residences with enhanced technology – smart TVs, USB ports, and Nespresso machines. Try the oceanfront seafood at the innovative Burlock Coast restaurant or the reimagined Club Lounge, with five meal services.",,,,{}
The Ritz-Carlton Georgetown Washington D.C.,"3100 South Street Northwest, Washington, District of Columbia, United States",,,,,,"City Life, Landmarks, Local Immersion","The Ritz-Carlton Georgetown, Washington, D.C. is a AAA Five Diamond boutique hotel in the heart of historic Georgetown, blending contemporary and historical design. The turn-of-the-century industrial structure features an intimate lobby and wood-burning fireplace. The 86-room hotel includes 29 spacious One-Bedroom Suites and five luxury suites overlooking Georgetown proper. Find luxury treatments at the newly refreshed Ritz-Carlton Spa, Georgetown and regionally inspired dishes at the contemporary restaurant Degrees Bistro.",,,,{}
"The Ritz-Carlton, Grand Cayman","P.O. Box 32348, Seven Mile Beach, Grand Cayman, Cayman Islands",,,,,,"Golf, Adventure, Beach","The Ritz-Carlton, Grand Cayman, the only Forbes Five-Star Hotel in the Cayman Islands, is an oasis of memorable experiences. Outdoor activities include Jean-Michel Cousteau’s Ambassadors of the Environment, a Greg Norman-designed golf course, Starfish Cay water park, and The Courts Tennis Center. The resort also features The Ritz-Carlton Spa. The property is home to six restaurants, with authentic culinary experiences, including the only AAA Five Diamond restaurant in the Caribbean, Blue by Eric Ripert. Accommodations include spacious suites, lavish amenities, and breathtaking views overlooking Seven Mile Beach.",,,,{}
"The Ritz-Carlton, Half Moon Bay","One Miramontes Point Road, Half Moon Bay, California, United States",,,,,,"Wellness, Seclusion, Golf","The Ritz-Carlton, Half Moon Bay is San Francisco's only oceanfront golf and spa resort. Perched atop a rugged bluff overlooking 50 miles of California coastline, it is also the most romantic setting in Northern California. The resort offers an array of recreational activities that blend the elements of a seaside resort with lavish five-star accommodations. Roast s'mores, tee off on one of two world-class golf courses that hugs the coastline, indulge in luxurious spa treatments, exploring miles of oceanside trails, and dining on innovative cuisine in ocean-view restaurants.",,,,{}
"The Ritz-Carlton, Herzliya","4 HaShunit Street , Herzliya, Tel Aviv, Israel",,,,,,"City Life, Beach, Local Immersion","The Ritz-Carlton, Herzliya blends innovative and urban Mediterranean elements – a winning combination of luxury and comfort. Set along the golden shores of the Mediterranean Sea, above the Herzliya Marina, Israel’s cyber capital, 15 minutes from Tel Aviv and an hour from Jerusalem and the Tel Aviv airport, the hotel offers 197 rooms and suites, along with a pampering spa that includes six treatment rooms, a sauna, a Turkish hammam, an outdoor rooftop swimming pool, and a fitness center open 24/7. Enjoy Herbert Samuel, named the 2019 “Luxury Kosher Cuisine Global Winner” on behalf of the World Luxury Restaurant Awards.",,,,{}
"The Ritz-Carlton, Hong Kong","International Commerce Centre, 1 Austin Road West, Kowloon, Hong Kong, China",,,,,,"Landmarks, City Life, Wellness","Occupying the uppermost floors of the 1,588-foot International Commerce Centre in Kowloon, the hotel boasts beguiling views of Victoria Harbour and the Hong Kong skyline. Enjoy a cocktail at the rooftop Ozone bar followed by Italian specialties at Michelin-starred Tosca or Cantonese favorites at two-Michelin-starred Tin Lung Heen. The Ritz-Carlton Spa takes wellness to new heights; Feel the sensation of swimming in the infinity-edge pool overlooking the harbor.",,,,{}
The Ritz-Carlton Hotel de la Paix,"11 Quai Du Mont-Blanc, Geneva, Switzerland",,Geneve-cointrin Airport (GVA) - 2 mi/3 km,74 rooms,Contemporary,Sophisticated,"City Life, Landmarks, Local Immersion","Art, time, and nature take center stage at the reimagined Ritz-Carlton Hotel de la Paix, Geneva. In the lobby of this lakeside hotel – a city icon since 1865 – ancient tapestries hang alongside a modern installation celebrating the moving hands of a Swiss precision watch. Natural light floods through floor-to-ceiling windows in the 74 sleek rooms and suites; many feature postcard views of Mont Blanc and the Alps. Go paddleboarding on Lake Geneva, browse the Plainpalais market, or stroll the chestnut-lined Promenade de la Treille; then sit down to handcrafted cocktails and Nordic-fusion cuisine in Fiskebar.",The hotel lobby is home to Geneva’s outlet of Swiss master chocolatier Philippe Pascoët. Stop in for a complimentary chocolate and local wine pairing.,"Virtuoso travelers receive:

- Upgrade on arrival, subject to availability
- Daily breakfast for up to two guests per bedroom
- $100USD equivalent in local currency Food & Beverage credit utilized during stay (not combinable, not valid on room rate, no cash value if not redeemed in full)
- Early Check-In / Late Check-Out, subject to availability
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- Banquet Facilities
- Children's Programs
- Conference Facilities
- Culinary Program
- Internet Access
- Lounge/Bar
- Pet Friendly
- Restaurant
Recreation
- Fitness Center
- Skiing
","{'recommended_percentage': '100', 'reviews': [{'recommended': True, 'review_date': '29 May 2019', 'headline': 'RC', 'reviewer_name': 'By: R', 'review_content': 'Beautiful hotel, great location, and the service was among the best of any of the hotels we have visited.'}]}"
"The Ritz-Carlton, Istanbul","Suzer Plaza Askerocagi Cad., No. 6, Istanbul, Turkey",,,,,,"Local Immersion, Wellness, City Life","The Ritz-Carlton, Istanbul is set in the heart of the European shore of the city, within walking distance of the Dolmabahçe Palace and the Nişantaşi district. Topkapi Palace, Blue Mosque, Hagia Sophia, and Grand Bazaar are only 15 minutes away. Of the 239 redesigned guest rooms, there are 28 suites, where you will be pampered with distinctive amenities, Club Lounge access, and breathtaking Bosphorus views. Atölye Restaurant takes its guests back to basics with farm-to-table dining. This five-star hotel features an authentic Turkish hammam and an indoor pool, as well as an infinity pool and three jet pools at Open Air Spa.",,,,{}
"The Ritz-Carlton, Key Biscayne","455 Grand Bay Drive, Miami, Florida, United States",,,,,,"Local Immersion, Wellness, Beach","Bask in the tropical splendor of Miami’s only island destination – The Ritz-Carlton Key Biscayne, Miami – which is just over the bridge from the city center yet feels worlds away, thanks to its golden beach, precious coral reefs, and marine life. The 20,000-square-foot Forbes Four Star spa is a destination unto itself, while five restaurants reflect the cuisines of Mexico, Saint-Tropez, Cuba, the Atlantic Coast, and a grab-and-go marketplace. Don’t miss the Ritz Kids program, tailored to ages 5-12, the renovated pool, kids’ splash pad area, and the 11-court Cliff Drysdale Tennis Center, the largest of any Ritz-Carlton in the world.",,,,{}
